age,annual_income,credit_score,loan_amount,loan_term_months,interest_rate,debt_to_income,employment_length_years,num_open_accounts,num_late_payments_2yrs,home_ownership,purpose,default
46,73100.0,614.0,33100.0,48,13.68,39.3,15.2,2,0,MORTGAGE,home_improvement,0
53,58400.0,783.0,10900.0,48,10.25,41.1,6.5,6,1,MORTGAGE,major_purchase,0
31,41400.0,657.0,25800.0,36,15.7,20.5,10.7,3,1,MORTGAGE,other,0
23,21600.0,659.0,8100.0,60,8.57,20.1,25.1,8,1,RENT,credit_card,0
25,82900.0,756.0,8700.0,36,8.55,22.7,0.1,10,0,MORTGAGE,debt_consolidation,0
40,38600.0,636.0,12400.0,12,10.01,13.6,3.7,10,1,RENT,credit_card,0
43,,793.0,15200.0,36,9.48,38.4,2.9,5,0,MORTGAGE,other,0
55,41100.0,587.0,23800.0,60,7.06,29.8,3.4,5,1,Mortgage,home_improvement,1
55,22900.0,643.0,10300.0,48,9.29,37.0,1.8,7,0,OWN,other,1
57,54400.0,651.0,15300.0,36,9.89,23.4,3.6,4,1,MORTGAGE,major_purchase,0
36,74300.0,785.0,19800.0,36,6.49,28.2,5.9,6,1,Mortgage,debt_consolidation,0
34,106800.0,601.0,14800.0,36,12.26,30.4,2.3,8,2,RENT,medical,0
49,48600.0,793.0,18000.0,12,9.84,7.2,1.1,8,0,MORTGAGE,home_improvement,0
35,30600.0,700.0,14300.0,12,10.98,26.0,2.3,3,0,OWN,debt_consolidation,0
43,84300.0,623.0,5700.0,48,14.39,24.1,,10,0,rent,other,1
33,,660.0,20300.0,24,11.71,22.0,,3,0,RENT,debt_consolidation,0
60,63500.0,629.0,15800.0,48,9.19,37.4,0.1,5,1,rent,home_improvement,1
69,,570.0,21200.0,60,14.62,50.8,3.5,9,0,rent,home_improvement,1
26,41700.0,587.0,21000.0,48,12.44,57.7,3.8,4,2,MORTGAGE,credit_card,0
56,41200.0,618.0,4000.0,12,8.82,34.9,0.3,6,3,MORTGAGE,major_purchase,1
68,63400.0,684.0,15900.0,24,9.95,15.9,1.0,7,1,RENT,debt_consolidation,0
53,86400.0,702.0,23700.0,48,9.66,7.2,1.3,4,1,rent,other,0
25,23400.0,743.0,10900.0,60,8.52,24.6,14.4,3,1,MORTGAGE,other,0
38,61900.0,586.0,5500.0,36,11.23,39.4,2.0,6,4,RENT,other,1
62,70800.0,798.0,18700.0,36,10.09,9.3,9.8,10,0,RENT,debt_consolidation,0
44,27300.0,628.0,2700.0,36,9.17,32.4,0.2,7,1,OWN,credit_card,0
66,66900.0,627.0,27600.0,12,8.7,32.0,0.0,8,1,RENT,debt_consolidation,1
66,62500.0,683.0,13200.0,36,6.31,19.3,10.1,6,1,RENT,credit_card,0
69,35200.0,565.0,31500.0,36,15.31,18.2,5.1,5,2,RENT,medical,0
62,119600.0,635.0,18100.0,84,10.15,,4.7,6,0,OWN,medical,0
56,41000.0,741.0,11300.0,36,9.77,,25.4,4,1,rent,home_improvement,0
61,34000.0,632.0,11500.0,24,10.43,30.9,3.1,5,0,OWN,credit_card,1
60,30600.0,692.0,17700.0,36,9.39,39.4,,4,1,RENT,major_purchase,0
34,23300.0,651.0,13200.0,36,10.72,35.2,3.0,7,0,MORTGAGE,credit_card,0
27,33700.0,663.0,11400.0,36,10.8,5.4,2.9,8,0,OWN,credit_card,0
52,61900.0,685.0,21300.0,48,12.48,18.1,2.3,5,0,OWN,debt_consolidation,0
37,69800.0,742.0,5800.0,36,9.55,29.1,1.0,5,0,MORTGAGE,major_purchase,0
56,43700.0,625.0,5300.0,36,13.51,34.2,2.2,5,2,rent,home_improvement,1
33,115700.0,523.0,9800.0,36,13.25,13.0,5.2,4,2,OWN,debt_consolidation,1
25,46600.0,757.0,12100.0,36,10.8,40.1,5.8,5,0,MORTGAGE,other,0
43,26900.0,760.0,22500.0,48,10.04,0.5,2.8,3,0,MORTGAGE,major_purchase,0
58,83000.0,,21800.0,24,12.78,15.3,0.6,9,1,RENT,home_improvement,1
69,,701.0,10200.0,48,10.93,27.7,3.9,5,2,MORTGAGE,other,0
29,43500.0,601.0,6900.0,12,9.84,25.8,12.2,10,4,rent,credit_card,1
54,79200.0,540.0,17000.0,12,11.08,3.0,11.4,5,0,RENT,medical,0
68,25900.0,740.0,12700.0,12,8.12,29.9,1.6,5,0,Mortgage,debt_consolidation,0
54,40300.0,592.0,17900.0,24,9.14,45.3,0.6,8,4,OWN,credit_card,1
41,82500.0,654.0,20500.0,36,8.07,30.9,,6,0,RENT,medical,0
57,46900.0,665.0,9100.0,24,8.93,1.0,4.1,6,0,RENT,debt_consolidation,0
43,47100.0,617.0,7100.0,60,12.66,28.4,1.4,7,0,MORTGAGE,major_purchase,0
62,27800.0,555.0,6000.0,24,10.39,8.3,2.7,8,1,OWN,small_business,0
65,85900.0,692.0,22100.0,24,9.69,15.7,3.7,1,0,rent,other,0
36,29100.0,700.0,8300.0,48,7.63,19.8,3.2,3,1,RENT,credit_card,0
41,56400.0,636.0,12600.0,36,11.03,49.9,2.4,10,1,RENT,other,0
40,73100.0,669.0,10700.0,60,7.27,20.2,7.8,6,2,RENT,other,0
43,66500.0,638.0,15000.0,36,11.85,39.8,17.2,9,0,OWN,credit_card,0
37,,631.0,8300.0,36,12.88,18.8,19.2,6,1,MORTGAGE,small_business,0
45,85100.0,665.0,36800.0,60,10.6,26.4,3.8,5,0,MORTGAGE,debt_consolidation,0
60,111400.0,801.0,8400.0,36,5.51,11.9,7.4,6,0,RENT,major_purchase,0
27,60600.0,719.0,14100.0,24,6.89,42.6,0.5,6,1,rent,debt_consolidation,0
48,78900.0,672.0,20100.0,36,8.33,10.0,5.4,5,1,OWN,small_business,0
41,79000.0,729.0,20900.0,60,11.24,27.6,5.4,4,0,OWN,debt_consolidation,0
33,30900.0,706.0,9700.0,48,8.66,18.2,1.7,7,0,RENT,major_purchase,0
55,59900.0,713.0,9300.0,60,9.44,2.6,2.5,7,1,RENT,credit_card,0
55,94800.0,710.0,25200.0,48,12.41,13.8,6.5,9,1,RENT,debt_consolidation,0
31,,700.0,16500.0,24,6.52,51.3,3.5,5,0,MORTGAGE,debt_consolidation,0
21,57600.0,729.0,11700.0,36,10.08,33.7,1.7,8,0,RENT,small_business,1
28,34900.0,750.0,12900.0,36,6.91,37.0,3.1,5,0,MORTGAGE,debt_consolidation,0
53,113800.0,694.0,13800.0,60,11.5,17.4,0.2,2,0,MORTGAGE,debt_consolidation,0
35,62500.0,548.0,7200.0,36,14.88,13.5,0.4,5,3,rent,medical,0
21,56100.0,537.0,6600.0,24,16.87,,2.0,5,0,RENT,debt_consolidation,0
42,50100.0,461.0,6800.0,60,12.92,7.0,7.3,4,2,OWN,small_business,1
63,52900.0,711.0,21200.0,36,8.78,20.3,4.5,13,0,Mortgage,credit_card,0
67,29600.0,720.0,8200.0,48,9.02,40.4,7.1,4,1,rent,credit_card,0
34,32500.0,765.0,14700.0,24,6.9,34.3,12.2,5,1,RENT,credit_card,0
59,61200.0,774.0,10000.0,84,7.22,40.1,6.3,10,1,RENT,debt_consolidation,0
36,,545.0,9900.0,48,13.76,14.1,2.3,3,1,RENT,major_purchase,1
69,37500.0,612.0,9600.0,24,13.25,15.6,4.5,8,1,MORTGAGE,debt_consolidation,0
52,229500.0,782.0,21700.0,36,8.71,39.3,0.3,3,0,Mortgage,credit_card,0
60,42600.0,575.0,32100.0,36,9.98,17.4,1.0,6,1,MORTGAGE,debt_consolidation,1
23,67700.0,769.0,23700.0,48,9.53,11.5,1.6,4,0,OWN,home_improvement,0
68,38700.0,499.0,30300.0,60,12.46,31.8,3.3,6,2,MORTGAGE,credit_card,1
58,96300.0,674.0,13900.0,48,14.52,31.5,4.2,8,1,RENT,credit_card,0
55,52700.0,727.0,5600.0,36,11.56,20.5,2.7,3,2,RENT,small_business,0
29,18700.0,562.0,5900.0,24,12.08,44.3,3.9,14,1,RENT,small_business,1
59,,620.0,8100.0,48,9.85,27.7,3.6,6,1,Mortgage,credit_card,1
27,93600.0,799.0,13800.0,12,4.51,17.5,5.8,8,1,MORTGAGE,home_improvement,0
23,56400.0,749.0,17100.0,36,8.64,48.6,12.9,2,2,MORTGAGE,major_purchase,0
39,48200.0,822.0,19100.0,36,5.3,9.9,0.8,5,1,RENT,debt_consolidation,0
29,68600.0,548.0,15200.0,48,13.22,26.3,5.8,10,0,MORTGAGE,other,0
47,58600.0,676.0,20900.0,24,12.88,16.4,2.0,2,1,MORTGAGE,medical,0
58,26000.0,707.0,15500.0,24,7.19,29.3,0.1,8,1,MORTGAGE,home_improvement,0
42,68900.0,616.0,8100.0,36,9.2,14.7,1.4,9,1,RENT,debt_consolidation,0
47,42700.0,547.0,18600.0,60,13.0,25.9,2.8,7,2,Mortgage,debt_consolidation,0
46,44200.0,538.0,4500.0,24,11.28,41.7,,6,4,rent,medical,0
63,41200.0,690.0,10400.0,36,9.65,28.1,0.9,4,1,RENT,debt_consolidation,0
58,30100.0,729.0,15000.0,48,9.0,27.4,0.6,4,0,MORTGAGE,medical,0
31,67300.0,682.0,13600.0,60,8.55,22.9,0.9,7,0,MORTGAGE,other,0
45,39200.0,616.0,22300.0,24,9.19,27.7,6.0,8,2,rent,small_business,0
66,33100.0,667.0,10100.0,48,9.71,35.1,0.5,8,2,rent,small_business,1
35,23500.0,728.0,7000.0,24,9.67,30.0,4.6,5,0,RENT,medical,0
33,52900.0,671.0,32500.0,48,9.86,18.3,3.2,4,0,OWN,other,0
22,77400.0,659.0,10100.0,36,11.66,22.8,0.3,5,0,OWN,debt_consolidation,0
26,36100.0,701.0,18400.0,60,10.38,15.8,3.6,8,0,MORTGAGE,small_business,0
26,21700.0,641.0,23200.0,24,14.97,20.2,11.3,9,1,MORTGAGE,credit_card,0
37,36000.0,713.0,8400.0,48,10.24,17.0,8.3,4,0,OWN,small_business,0
28,68500.0,658.0,12500.0,60,13.1,30.5,11.5,7,1,RENT,medical,0
67,41500.0,626.0,22900.0,60,11.02,46.9,2.0,7,0,RENT,other,1
66,37100.0,714.0,19000.0,36,7.25,27.7,0.6,7,1,MORTGAGE,debt_consolidation,0
51,44900.0,,9000.0,36,11.81,23.0,0.9,4,1,OWN,major_purchase,0
29,39800.0,716.0,17100.0,48,9.9,33.0,7.6,2,0,OWN,credit_card,0
62,85300.0,638.0,23400.0,36,11.43,23.0,0.1,4,0,OWN,debt_consolidation,0
39,56400.0,650.0,11300.0,48,8.98,39.1,4.4,4,2,RENT,debt_consolidation,0
39,15000.0,653.0,20700.0,48,9.13,30.4,1.0,7,1,MORTGAGE,credit_card,0
63,60200.0,750.0,13500.0,60,5.86,31.0,3.0,3,1,OWN,medical,0
40,69000.0,614.0,11100.0,36,8.99,15.7,6.4,7,1,rent,debt_consolidation,0
46,66700.0,765.0,19900.0,48,7.36,44.8,0.4,5,0,MORTGAGE,home_improvement,0
28,35000.0,647.0,16800.0,36,8.06,21.2,0.3,8,0,MORTGAGE,other,0
49,69700.0,813.0,36600.0,36,5.01,37.8,0.4,9,2,OWN,medical,0
56,104100.0,665.0,18700.0,60,8.99,49.6,0.7,13,0,OWN,credit_card,0
65,37300.0,732.0,11800.0,36,10.75,28.1,14.6,7,1,RENT,home_improvement,0
22,72200.0,722.0,13500.0,60,6.29,25.7,0.0,8,0,RENT,home_improvement,0
25,43900.0,669.0,6700.0,48,8.61,20.0,0.1,7,2,MORTGAGE,small_business,0
66,47000.0,509.0,21500.0,24,12.39,35.0,2.0,7,0,RENT,debt_consolidation,0
31,51100.0,542.0,14900.0,36,12.27,53.1,14.6,4,4,RENT,small_business,1
33,44500.0,800.0,13100.0,48,6.57,50.3,14.0,10,3,MORTGAGE,debt_consolidation,0
58,28300.0,684.0,26600.0,60,7.81,12.1,4.3,13,1,Mortgage,debt_consolidation,0
56,51200.0,671.0,10300.0,48,10.53,45.7,3.3,3,1,MORTGAGE,credit_card,0
69,40200.0,571.0,11800.0,60,11.45,2.8,1.6,13,0,OWN,debt_consolidation,0
53,32200.0,662.0,3700.0,36,8.83,22.4,6.0,8,2,RENT,debt_consolidation,0
23,56600.0,593.0,25900.0,48,9.08,34.1,4.6,3,3,MORTGAGE,major_purchase,0
66,49500.0,666.0,10400.0,36,8.67,23.8,3.5,10,0,rent,medical,1
58,28200.0,719.0,14900.0,36,7.32,25.3,0.6,7,1,MORTGAGE,small_business,0
54,36100.0,818.0,11000.0,36,6.77,25.0,3.6,6,1,OWN,debt_consolidation,0
36,40500.0,600.0,13800.0,48,7.54,38.4,0.9,9,2,RENT,credit_card,0
29,49200.0,661.0,51300.0,36,13.84,40.6,1.6,3,1,Mortgage,credit_card,0
35,99400.0,670.0,17000.0,36,10.65,36.6,0.0,11,0,MORTGAGE,debt_consolidation,0
52,15000.0,639.0,14600.0,84,10.89,34.9,13.2,4,1,MORTGAGE,other,0
61,29800.0,640.0,4400.0,12,10.94,31.1,1.9,4,0,rent,debt_consolidation,0
64,80300.0,721.0,38200.0,60,9.23,20.4,6.1,6,0,RENT,debt_consolidation,0
22,15000.0,641.0,14300.0,60,10.71,18.8,3.4,4,0,rent,home_improvement,0
38,36700.0,709.0,32300.0,60,9.37,29.7,0.3,7,1,OWN,debt_consolidation,1
39,31400.0,586.0,19200.0,60,10.73,57.5,2.1,6,2,MORTGAGE,credit_card,0
31,50800.0,586.0,23200.0,48,15.67,28.7,7.0,6,0,RENT,credit_card,0
57,72300.0,657.0,29300.0,60,9.67,26.7,0.9,3,0,OWN,debt_consolidation,0
37,31000.0,719.0,15500.0,24,6.82,34.9,1.9,5,2,MORTGAGE,home_improvement,0
50,,713.0,19100.0,84,8.26,9.9,7.2,8,1,OWN,home_improvement,0
66,62500.0,736.0,33200.0,48,10.19,45.5,0.0,2,0,MORTGAGE,major_purchase,0
48,79800.0,714.0,49500.0,48,8.65,9.5,,8,0,RENT,debt_consolidation,0
45,48000.0,636.0,5600.0,36,9.45,28.8,0.7,4,0,RENT,debt_consolidation,0
24,39300.0,588.0,27600.0,36,8.03,36.9,1.1,4,0,OWN,debt_consolidation,1
46,38100.0,710.0,10900.0,36,9.78,48.3,4.4,5,1,RENT,debt_consolidation,0
31,31900.0,722.0,10700.0,48,9.5,39.9,0.1,3,1,RENT,debt_consolidation,0
54,68800.0,727.0,38100.0,48,7.54,13.5,0.4,6,0,OWN,debt_consolidation,0
47,39200.0,605.0,23100.0,24,9.69,38.0,6.4,6,1,RENT,medical,0
61,66900.0,777.0,5800.0,36,6.63,28.2,8.2,3,0,RENT,home_improvement,0
60,51600.0,645.0,33000.0,36,6.9,33.6,3.5,4,0,Mortgage,major_purchase,0
57,46200.0,687.0,11100.0,84,9.18,33.6,3.8,5,0,MORTGAGE,home_improvement,0
46,40800.0,664.0,15600.0,24,11.66,41.6,2.2,10,0,MORTGAGE,debt_consolidation,0
55,50500.0,653.0,14400.0,60,7.78,43.0,2.1,3,0,RENT,major_purchase,0
43,46800.0,620.0,11100.0,36,13.76,33.0,3.0,6,1,MORTGAGE,debt_consolidation,0
40,82300.0,588.0,15100.0,36,11.89,17.7,2.8,3,3,MORTGAGE,debt_consolidation,1
44,30500.0,522.0,9500.0,84,12.15,28.9,5.6,8,1,RENT,small_business,0
55,29800.0,604.0,24600.0,60,11.71,38.1,7.3,7,2,RENT,major_purchase,1
30,65200.0,647.0,35000.0,36,11.73,18.1,5.2,5,0,RENT,other,0
68,94600.0,677.0,8700.0,60,8.7,14.5,1.9,7,3,MORTGAGE,debt_consolidation,0
24,72300.0,567.0,10200.0,60,12.35,16.3,3.4,6,2,MORTGAGE,debt_consolidation,0
35,43600.0,478.0,9900.0,36,15.34,48.1,3.3,3,2,rent,debt_consolidation,1
66,39100.0,656.0,18300.0,36,10.74,42.8,1.0,6,0,RENT,small_business,0
23,48400.0,776.0,21900.0,84,5.78,19.8,6.0,2,1,MORTGAGE,debt_consolidation,0
39,45600.0,741.0,17900.0,36,11.13,57.9,4.5,6,0,RENT,debt_consolidation,0
24,107700.0,444.0,15300.0,36,15.6,44.0,1.1,11,3,rent,home_improvement,1
66,79900.0,738.0,13300.0,24,9.32,22.2,3.3,2,1,RENT,small_business,0
54,23500.0,717.0,37400.0,60,8.84,33.2,8.1,3,0,RENT,credit_card,0
30,63700.0,671.0,21600.0,36,8.03,23.2,2.3,4,1,MORTGAGE,small_business,0
60,57300.0,556.0,30800.0,60,11.2,19.9,1.2,6,2,MORTGAGE,credit_card,1
62,50300.0,587.0,5700.0,36,11.97,44.9,,8,1,rent,debt_consolidation,1
37,32600.0,634.0,20500.0,48,9.81,,12.1,9,3,RENT,medical,0
29,54000.0,575.0,9200.0,36,12.93,20.6,0.8,5,3,MORTGAGE,small_business,0
26,66300.0,599.0,11500.0,36,10.23,30.5,,5,2,MORTGAGE,home_improvement,0
51,51600.0,667.0,8500.0,24,10.92,45.3,2.5,6,0,OWN,debt_consolidation,0
47,54600.0,668.0,8000.0,48,11.05,27.8,,5,1,RENT,debt_consolidation,0
45,188800.0,638.0,14300.0,48,12.45,10.4,12.0,8,0,RENT,debt_consolidation,0
54,46200.0,637.0,32600.0,24,10.74,32.4,2.2,6,0,RENT,home_improvement,1
23,98000.0,568.0,16300.0,36,11.54,30.4,1.5,5,2,OWN,debt_consolidation,0
69,66100.0,561.0,16400.0,12,11.17,4.7,7.3,4,1,rent,debt_consolidation,0
32,71600.0,794.0,19500.0,36,4.81,28.3,,4,0,RENT,medical,0
33,59400.0,733.0,15900.0,48,8.41,29.6,,2,1,MORTGAGE,debt_consolidation,0
40,50800.0,752.0,45200.0,24,10.6,34.6,2.6,3,0,MORTGAGE,other,0
30,69700.0,791.0,12600.0,36,6.19,14.9,2.0,8,0,RENT,debt_consolidation,0
66,27000.0,558.0,30900.0,48,11.48,40.3,4.9,6,2,RENT,credit_card,1
24,41900.0,642.0,13400.0,36,11.01,40.8,1.8,6,1,OWN,credit_card,0
42,21100.0,634.0,17200.0,36,12.8,26.6,,6,1,MORTGAGE,other,0
48,60400.0,618.0,23400.0,12,12.18,47.3,0.2,5,0,RENT,small_business,0
53,55100.0,718.0,20800.0,48,6.51,19.1,2.1,9,0,OWN,medical,0
40,60900.0,799.0,17900.0,36,6.36,10.1,2.4,3,0,MORTGAGE,medical,0
24,50800.0,701.0,24300.0,60,8.66,21.2,2.7,4,0,rent,debt_consolidation,0
48,41700.0,682.0,17100.0,24,11.59,11.0,4.1,8,0,rent,debt_consolidation,0
62,35300.0,660.0,19900.0,24,7.12,25.5,13.2,7,0,OWN,other,0
40,41700.0,635.0,43300.0,36,6.82,22.0,9.4,9,0,OWN,other,0
54,44400.0,667.0,8700.0,60,9.87,26.2,1.9,9,0,OWN,debt_consolidation,0
31,38600.0,758.0,12900.0,24,4.7,13.2,20.5,3,0,rent,medical,0
40,59300.0,500.0,12800.0,60,17.71,57.2,2.4,3,0,RENT,credit_card,1
23,38000.0,740.0,17600.0,60,9.42,42.9,6.0,4,1,OWN,small_business,0
48,119000.0,626.0,15100.0,36,11.58,38.7,10.8,7,0,Mortgage,other,0
40,36700.0,638.0,53800.0,36,11.62,14.1,18.0,5,0,MORTGAGE,credit_card,0
35,63100.0,712.0,18700.0,12,11.39,20.3,2.0,9,2,RENT,debt_consolidation,0
65,43200.0,591.0,12500.0,36,8.57,36.1,2.4,3,1,MORTGAGE,major_purchase,0
28,47800.0,611.0,15000.0,24,11.26,44.2,9.5,9,1,RENT,debt_consolidation,1
57,88000.0,581.0,13000.0,36,13.18,22.2,1.7,6,1,MORTGAGE,credit_card,0
31,74000.0,800.0,10100.0,36,6.41,29.8,1.3,2,1,OWN,debt_consolidation,0
59,,654.0,11600.0,36,10.09,49.2,4.0,7,2,MORTGAGE,debt_consolidation,0
23,50700.0,626.0,16700.0,24,10.23,24.3,8.2,4,3,Mortgage,major_purchase,0
48,56900.0,766.0,6100.0,36,10.93,19.0,6.0,3,2,MORTGAGE,credit_card,0
21,36800.0,779.0,17500.0,24,7.74,28.4,2.2,6,0,MORTGAGE,debt_consolidation,0
25,22200.0,678.0,14000.0,60,9.98,18.1,1.6,8,0,OWN,major_purchase,0
58,49700.0,704.0,6800.0,48,11.59,27.8,5.2,8,0,Mortgage,other,0
38,53900.0,764.0,17000.0,24,6.49,32.1,,4,1,rent,debt_consolidation,0
68,,583.0,39200.0,36,10.97,29.4,2.3,1,2,Mortgage,debt_consolidation,0
52,51400.0,433.0,22900.0,36,13.67,22.9,3.3,4,2,rent,major_purchase,1
27,56700.0,670.0,28400.0,48,8.3,18.3,2.3,4,1,OWN,home_improvement,0
50,28400.0,575.0,28300.0,48,13.23,17.4,5.0,7,2,MORTGAGE,small_business,0
66,,684.0,12900.0,24,9.03,12.4,1.6,6,3,MORTGAGE,debt_consolidation,0
27,51700.0,657.0,21200.0,48,8.21,26.2,6.4,6,3,OWN,medical,0
66,39500.0,636.0,16200.0,36,8.56,23.7,7.8,7,1,OWN,debt_consolidation,0
28,42200.0,444.0,14600.0,36,12.86,15.0,0.9,4,3,RENT,medical,1
44,28400.0,701.0,11800.0,36,8.56,38.4,5.3,13,0,RENT,home_improvement,0
57,75700.0,581.0,9700.0,60,13.05,39.1,11.1,11,2,RENT,debt_consolidation,0
39,52000.0,548.0,42100.0,12,10.96,17.0,3.4,3,2,RENT,credit_card,1
24,79900.0,706.0,17900.0,60,10.48,30.9,4.2,7,0,OWN,debt_consolidation,0
66,61100.0,693.0,29600.0,48,6.7,20.8,12.7,7,1,MORTGAGE,major_purchase,0
39,63600.0,667.0,13900.0,36,8.98,10.6,3.3,9,2,RENT,home_improvement,0
25,77900.0,605.0,12300.0,12,11.4,20.7,1.5,5,3,OWN,debt_consolidation,0
60,48100.0,626.0,10500.0,60,11.6,33.5,4.4,4,1,MORTGAGE,major_purchase,0
61,86200.0,641.0,14000.0,48,10.74,34.7,2.8,3,0,RENT,home_improvement,0
36,88300.0,,3800.0,36,13.76,17.6,9.8,6,2,RENT,debt_consolidation,0
65,57400.0,518.0,14300.0,48,15.96,13.1,0.5,6,2,MORTGAGE,debt_consolidation,1
59,74400.0,655.0,40800.0,36,10.46,17.9,7.8,7,0,RENT,major_purchase,0
46,36300.0,537.0,12500.0,36,9.86,20.3,0.6,6,2,RENT,credit_card,1
29,39200.0,659.0,4900.0,48,10.04,32.1,6.3,4,1,MORTGAGE,credit_card,1
54,106400.0,625.0,14100.0,24,8.05,21.1,8.5,6,1,MORTGAGE,debt_consolidation,0
55,52000.0,557.0,23700.0,48,10.91,12.8,4.4,5,2,MORTGAGE,home_improvement,0
39,67600.0,645.0,32800.0,60,9.66,38.2,0.6,2,2,MORTGAGE,small_business,0
59,49900.0,657.0,15300.0,36,8.46,22.1,3.8,2,0,RENT,other,0
21,55400.0,550.0,12200.0,60,12.79,29.7,2.3,3,1,Mortgage,major_purchase,1
45,48100.0,683.0,16300.0,60,14.76,31.5,0.0,5,0,RENT,debt_consolidation,0
61,76300.0,845.0,17300.0,24,6.96,38.1,1.5,5,2,MORTGAGE,credit_card,0
65,100400.0,468.0,6500.0,36,13.95,26.5,0.2,4,0,RENT,debt_consolidation,1
40,103100.0,707.0,15300.0,84,4.66,34.2,2.9,6,0,OWN,debt_consolidation,0
52,27700.0,720.0,9900.0,36,7.59,10.0,3.6,3,0,RENT,small_business,0
21,60900.0,705.0,33000.0,48,8.43,47.5,10.9,4,2,rent,other,0
51,35200.0,776.0,10400.0,84,6.55,7.6,2.1,5,1,RENT,other,0
56,47700.0,684.0,6200.0,36,8.12,39.3,3.8,4,0,RENT,credit_card,0
50,68200.0,689.0,17800.0,36,8.25,26.4,3.1,6,2,MORTGAGE,home_improvement,0
66,47600.0,702.0,53600.0,36,10.69,8.9,1.0,9,1,MORTGAGE,credit_card,0
64,42600.0,519.0,20100.0,48,13.16,26.7,5.3,7,1,RENT,home_improvement,0
30,59400.0,710.0,25600.0,24,9.58,38.6,0.1,2,1,OWN,small_business,0
44,,527.0,15000.0,60,14.75,34.8,14.3,2,2,RENT,medical,1
47,85700.0,750.0,19700.0,36,7.66,10.3,0.1,6,1,MORTGAGE,major_purchase,0
61,33100.0,727.0,21100.0,36,9.39,18.3,1.4,9,0,MORTGAGE,debt_consolidation,0
49,15700.0,668.0,26600.0,24,11.3,27.6,1.8,5,1,RENT,major_purchase,0
33,41600.0,653.0,17800.0,48,11.96,9.8,,10,1,RENT,home_improvement,1
25,33100.0,647.0,16900.0,48,7.11,13.0,5.1,4,1,RENT,credit_card,0
25,23300.0,764.0,23500.0,60,6.59,30.5,3.1,8,0,RENT,credit_card,0
67,51500.0,550.0,14400.0,36,14.27,39.4,1.4,5,0,MORTGAGE,home_improvement,0
58,55100.0,676.0,27400.0,24,11.05,27.2,0.9,8,0,MORTGAGE,credit_card,1
41,39700.0,678.0,29200.0,60,8.13,58.2,,11,0,MORTGAGE,small_business,1
52,38500.0,724.0,32400.0,60,6.94,8.4,4.4,3,0,MORTGAGE,major_purchase,0
21,40700.0,644.0,53900.0,84,8.23,13.8,7.6,5,0,MORTGAGE,small_business,0
41,65500.0,684.0,29400.0,48,9.15,12.3,0.9,8,0,MORTGAGE,medical,0
48,31900.0,499.0,21900.0,48,13.89,46.8,1.8,4,1,RENT,debt_consolidation,1
33,50500.0,585.0,19900.0,36,10.36,13.0,9.3,5,2,MORTGAGE,home_improvement,1
30,46400.0,688.0,20000.0,60,11.03,28.3,4.3,3,0,RENT,credit_card,0
63,61000.0,611.0,23400.0,36,13.07,43.2,0.0,10,0,OWN,debt_consolidation,0
48,30200.0,639.0,6400.0,48,10.54,9.3,,8,2,RENT,major_purchase,0
48,85600.0,700.0,14000.0,48,10.75,28.4,0.6,9,1,MORTGAGE,debt_consolidation,1
23,210800.0,711.0,13500.0,24,10.27,18.6,4.9,8,0,OWN,medical,0
38,28800.0,709.0,7100.0,36,8.55,17.9,1.4,5,1,RENT,credit_card,0
26,,690.0,17100.0,36,8.97,,6.2,2,1,OWN,debt_consolidation,0
42,42800.0,645.0,13900.0,36,11.75,47.8,,6,2,RENT,credit_card,1
54,38400.0,727.0,17600.0,48,6.61,29.7,1.5,8,0,MORTGAGE,major_purchase,0
25,79000.0,595.0,5800.0,36,11.14,6.6,,4,1,RENT,debt_consolidation,0
60,39500.0,771.0,10200.0,48,5.32,33.1,1.0,11,0,RENT,debt_consolidation,0
30,22200.0,590.0,31200.0,60,13.05,39.3,2.2,5,1,rent,major_purchase,1
53,30700.0,672.0,19500.0,24,10.36,16.2,2.5,12,3,MORTGAGE,debt_consolidation,0
59,25000.0,580.0,27700.0,36,10.69,32.4,4.3,3,1,MORTGAGE,debt_consolidation,0
26,27400.0,830.0,9600.0,12,3.5,6.8,4.0,5,0,RENT,small_business,0
41,139900.0,540.0,7600.0,60,12.39,0.3,5.8,8,0,RENT,major_purchase,0
39,36600.0,703.0,11500.0,36,9.99,18.8,12.7,7,0,RENT,home_improvement,0
41,43300.0,635.0,5700.0,36,10.43,41.9,1.5,7,0,MORTGAGE,credit_card,0
38,59200.0,674.0,3600.0,84,9.67,5.3,6.1,4,0,OWN,debt_consolidation,0
36,15000.0,648.0,12700.0,36,10.76,31.4,0.3,2,0,RENT,credit_card,1
42,45100.0,637.0,31900.0,84,11.08,15.6,5.6,4,1,MORTGAGE,debt_consolidation,0
39,37100.0,674.0,8200.0,36,10.66,30.4,0.1,6,1,RENT,credit_card,0
35,60600.0,642.0,6600.0,36,9.79,28.4,5.8,5,2,RENT,debt_consolidation,0
32,90400.0,634.0,24200.0,48,8.92,33.0,4.6,6,6,MORTGAGE,debt_consolidation,1
44,81600.0,630.0,12500.0,36,9.72,13.9,14.7,3,0,MORTGAGE,small_business,0
49,39700.0,720.0,13500.0,24,9.28,41.5,7.1,3,1,MORTGAGE,home_improvement,0
35,68600.0,614.0,29300.0,84,12.62,14.0,7.9,5,1,Mortgage,small_business,0
